algorithm,N,k,comparisons,time,entry_time
radix_sort,54241,5000000000,542410,0.6999192237854004,1654658047.571304
radix_sort,393222,800000,2359332,3.0990774631500244,1654658050.6880517
radix_sort,81360,95000,406800,0.5381627082824707,1654658051.3219957
radix_sort,515256,1050,2061024,2.665156126022339,1654658054.0190434
radix_sort,488137,1050000,3416959,4.596870422363281,1654658058.750492
radix_sort,393222,9500000,2752554,3.706599235534668,1654658062.581818
radix_sort,393222,50,786444,1.0058214664459229,1654658063.6861806
radix_sort,162715,950000000,1464435,1.9632115364074707,1654658065.745096
radix_sort,583052,1400000,4081364,5.494795322418213,1654658071.2881157
radix_sort,108478,200,325434,0.43114137649536133,1654658071.8596663
radix_sort,610170,200000000,5491530,7.540815114974976,1654658079.4340124
radix_sort,325426,300,976278,1.3018333911895752,1654658080.8950813
radix_sort,583052,2000000,4081364,5.575021982192993,1654658086.5518281
radix_sort,271189,14,542378,0.6793961524963379,1654658087.3759906
radix_sort,569492,9,569492,0.7987217903137207,1654658088.2527375
radix_sort,772881,2000,3091524,4.032052755355835,1654658092.427264
radix_sort,216952,2000000000,2169520,2.9234116077423096,1654658095.5396342
radix_sort,216952,5000000000,2169520,2.9091968536376953,1654658098.5063148
radix_sort,623729,14000000,4989832,6.6911234855651855,1654658105.2573917
radix_sort,244071,20,488142,0.6114451885223389,1654658106.0250573
radix_sort,54241,1050,216964,0.2715179920196533,1654658106.3566825
radix_sort,325426,1400000,2277982,3.1164345741271973,1654658109.4914174
radix_sort,366104,2000000000,3661040,4.945424795150757,1654658114.5197482
radix_sort,555933,8000,2223732,2.9132845401763916,1654658117.5242825
radix_sort,108478,1050000,759346,1.0138201713562012,1654658118.673686
radix_sort,664407,300000000,5979663,8.216535806655884,1654658126.930522
radix_sort,311867,1400,1247468,1.6418852806091309,1654658128.7394958
radix_sort,677966,140000,4067796,5.366127014160156,1654658134.1952538
radix_sort,461019,8000000,3227133,4.356745719909668,1654658138.7171993
radix_sort,67801,140000000,610209,0.7976043224334717,1654658139.62689
radix_sort,176275,800,528825,0.7222545146942139,1654658140.3675125
radix_sort,433900,30,867800,1.0955946445465088,1654658141.5087683
radix_sort,406782,5000,1627128,2.1325247287750244,1654658143.7544682
radix_sort,677966,9,677966,0.9506423473358154,1654658144.8168058
radix_sort,569492,1400,2277968,2.9777469635009766,1654658147.9667656
radix_sort,732203,950,2196609,2.9774348735809326,1654658151.0889716
radix_sort,623729,105,1871187,2.4858314990997314,1654658153.7578459
radix_sort,555933,80,1111866,1.3985345363616943,1654658155.314803
radix_sort,54241,1400000,379687,0.4962286949157715,1654658155.9447253
radix_sort,27123,2000,108492,0.13515067100524902,1654658156.0933475
radix_sort,67801,200000,406806,0.522416353225708,1654658156.6232839
radix_sort,800000,200,2400000,3.2118821144104004,1654658159.8614666
radix_sort,677966,200,2033898,2.7185399532318115,1654658162.7805119
radix_sort,637289,300000,3823734,5.029958963394165,1654658167.9879153
radix_sort,474578,500000000,4271202,5.784073114395142,1654658173.93018
radix_sort,149156,10500000,1193248,1.5658259391784668,1654658175.612105
radix_sort,325426,95,650852,0.8671879768371582,1654658176.5190778
radix_sort,420341,10500000,3362728,4.457322359085083,1654658181.0617275
radix_sort,352545,1050000000,3525450,4.6941609382629395,1654658185.8587427
radix_sort,433900,9500000,3037300,4.1672210693359375,1654658190.119799
radix_sort,420341,95,840682,1.065169095993042,1654658191.2955556
radix_sort,216952,500,650856,0.8879828453063965,1654658192.2864902
radix_sort,162715,140000000,1464435,2.0312247276306152,1654658194.3751767
radix_sort,677966,1400000,4745762,6.399937391281128,1654658200.8248537
radix_sort,447459,30000000,3579672,4.768203258514404,1654658205.7581632
radix_sort,176275,30000,881375,1.19661545753479,1654658207.0633533
radix_sort,664407,950000000,5979663,8.140793561935425,1654658215.2516215
radix_sort,488137,950000,2928822,3.872624635696411,1654658219.2864594
radix_sort,5,20000,25,8.559226989746094e-05,1654658219.4058936
radix_sort,81360,10500,406800,0.5304498672485352,1654658219.9377916
radix_sort,366104,9500,1464416,1.901254653930664,1654658221.8658316
radix_sort,325426,5000,1301704,1.6847562789916992,1654658223.6443772
radix_sort,379663,300000,2277978,2.9799423217773438,1654658226.7100344
radix_sort,772881,20000000,6183048,8.226978302001953,1654658235.0431278
radix_sort,67801,800000000,610209,0.8002121448516846,1654658236.0301018
radix_sort,5,10500000,40,0.00011348724365234375,1654658236.0468056
radix_sort,691526,500,2074578,2.8032660484313965,1654658238.8542557
radix_sort,786440,105000000,7077960,9.595036029815674,1654658248.6278832
radix_sort,772881,3000000000,7728810,10.43258285522461,1654658259.2617495
radix_sort,298308,50,596616,0.7492656707763672,1654658260.2008486
radix_sort,366104,1050,1464416,1.9009509086608887,1654658262.1818786
radix_sort,515256,800000000,4637304,6.308621883392334,1654658268.5847278
radix_sort,596611,105,1789833,2.3970553874969482,1654658271.1109726
radix_sort,515256,300000,3091536,4.144229173660278,1654658275.4111092
radix_sort,311867,9,311867,0.43268847465515137,1654658275.973764
radix_sort,13564,3000,54256,0.06752133369445801,1654658276.1166139
radix_sort,284748,1050,1138992,1.4679226875305176,1654658277.5945776
radix_sort,122038,500,366114,0.48709583282470703,1654658278.150806
radix_sort,583052,80000000,4664416,6.25566291809082,1654658284.4470599
radix_sort,271189,8000,1084756,1.4094810485839844,1654658285.9980254
radix_sort,27123,8000000,189861,0.2463228702545166,1654658286.3098066
radix_sort,772881,9,772881,1.0775561332702637,1654658287.4106936
radix_sort,366104,105000,2196624,2.8915088176727295,1654658290.4917877
radix_sort,393222,3000000,2752554,3.7554335594177246,1654658294.3404717
radix_sort,420341,14000000,3362728,4.488351106643677,1654658298.9326992
radix_sort,474578,5000,1898312,2.5010738372802734,1654658301.5439107
radix_sort,691526,1050,2766104,3.6201250553131104,1654658305.2939384
radix_sort,718644,500000000,6467796,8.849837064743042,1654658314.3179631
radix_sort,677966,950,2033898,2.752040147781372,1654658317.248025
radix_sort,528815,10500,2644075,3.5259289741516113,1654658320.960998
radix_sort,352545,1400,1410180,1.8640601634979248,1654658322.957363
radix_sort,420341,1400000000,4203410,5.668410539627075,1654658328.7196538
radix_sort,488137,140000000,4393233,5.9540627002716064,1654658334.792144
radix_sort,596611,50,1193222,1.4985318183898926,1654658336.4138753
radix_sort,610170,50000000,4881360,6.513896226882935,1654658343.0784938
radix_sort,122038,1050000,854266,1.1336770057678223,1654658344.3606331
radix_sort,705085,140000000,6345765,8.601928234100342,1654658353.0080907
radix_sort,732203,9500,2928812,3.801335334777832,1654658356.997382
radix_sort,122038,80000000,976304,1.2803146839141846,1654658358.4556036
radix_sort,366104,10500000,2928832,3.8689305782318115,1654658362.3602226
radix_sort,691526,3000000000,6915260,9.326221227645874,1654658371.7836285
radix_sort,13564,800,40692,0.05268502235412598,1654658372.007343
radix_sort,257630,9500,1030520,1.3695008754730225,1654658373.3854945
radix_sort,176275,140,528825,0.7029623985290527,1654658374.154409
radix_sort,135597,5000000,949179,1.2678353786468506,1654658375.467202
radix_sort,745763,2000,2983052,3.879697799682617,1654658379.3865123
radix_sort,732203,1400,2928812,3.816077470779419,1654658383.3957837
radix_sort,488137,950,1464411,1.9743282794952393,1654658385.5526102
radix_sort,610170,5000,2440680,3.206845998764038,1654658388.8879135
radix_sort,542374,500000000,4881366,6.6366612911224365,1654658395.6740286
radix_sort,406782,800000000,3661038,4.998164415359497,1654658400.8074803
radix_sort,759322,800000,4555932,6.1508073806762695,1654658407.0655293
radix_sort,515256,200,1545768,2.0852887630462646,1654658409.3466532
radix_sort,474578,800000000,4271202,5.796397924423218,1654658415.2734692
radix_sort,122038,50,244076,0.31142139434814453,1654658415.7015111
radix_sort,189834,30000000,1518672,2.011423349380493,1654658417.7445624
radix_sort,67801,1400,271204,0.3408167362213135,1654658418.1327996
radix_sort,691526,95000000,5532208,7.4375834465026855,1654658425.596079
radix_sort,596611,105000000,5369499,7.371686697006226,1654658433.1405444
radix_sort,528815,8000000,3701705,5.017961263656616,1654658438.304886
radix_sort,108478,300000,650868,0.8425149917602539,1654658439.2801008
radix_sort,569492,95000000,4555936,6.115803956985474,1654658445.4298067
radix_sort,325426,500,976278,1.3145687580108643,1654658446.8827422
radix_sort,786440,50000,3932200,5.297869443893433,1654658452.268729
radix_sort,610170,8000,2440680,3.1911308765411377,1654658455.6524208
radix_sort,40682,105000000,366138,0.4774012565612793,1654658456.2781916
radix_sort,772881,950,2318643,3.1451056003570557,1654658459.440087
radix_sort,786440,14,1572880,1.9824259281158447,1654658461.6171982
radix_sort,420341,2000000,2942387,3.9774277210235596,1654658465.7886086
radix_sort,420341,5000000,2942387,4.004370450973511,1654658469.9021907
radix_sort,81360,1050000000,813600,1.0582396984100342,1654658471.0622382
radix_sort,189834,105000000,1708506,2.3184616565704346,1654658473.402483
radix_sort,5,105000,25,8.606910705566406e-05,1654658473.4484253
radix_sort,298308,80000000,2386464,3.208282709121704,1654658476.6623716
radix_sort,81360,8000000,569520,0.7481052875518799,1654658477.4879012
radix_sort,772881,95,1545762,1.9526422023773193,1654658479.470971
radix_sort,54241,105000,325446,0.41150808334350586,1654658480.0690002
radix_sort,420341,80000000,3362728,4.469643592834473,1654658484.559797
radix_sort,203393,3000000000,2033930,2.701735258102417,1654658487.365664
radix_sort,81360,140,244080,0.3194706439971924,1654658487.7360759
radix_sort,13564,30000,67820,0.08749818801879883,1654658487.859856
radix_sort,338985,200000,2033910,2.655486822128296,1654658490.5225792
radix_sort,610170,8000000000,6101700,8.207024812698364,1654658498.8174205
radix_sort,677966,1400,2711864,3.501115560531616,1654658502.4777288
radix_sort,406782,1400000000,4067820,5.445061683654785,1654658508.0914402
radix_sort,406782,80000000,3254256,4.3324995040893555,1654658512.5290875
radix_sort,298308,30000,1491540,1.9968225955963135,1654658514.626369
radix_sort,406782,95,813564,1.0326271057128906,1654658515.7360637
radix_sort,705085,14000,3525425,4.728854417800903,1654658520.568767
radix_sort,610170,80000000,4881360,6.545588254928589,1654658527.2999322
radix_sort,108478,2000000,759346,1.0294766426086426,1654658528.4770381
radix_sort,189834,2000,759336,0.9848587512969971,1654658529.4894164
radix_sort,515256,5000000000,5152560,6.922913551330566,1654658536.4726305
