algorithm,N,k,comparisons,time,entry_time
merge_sort,528815,25514065,7248489,5.5249924659729,1654836259.2291875
merge_sort,461019,51506780,6234650,4.7573158740997314,1654836264.1362839
merge_sort,759322,961,12075877,8.907304286956787,1654836273.1716263
merge_sort,691526,3486365227,9772436,7.310108661651611,1654836280.705765
merge_sort,108478,20,1558158,1.164102554321289,1654836282.0666676
merge_sort,759322,676,12208290,8.809061527252197,1654836290.9213717
merge_sort,555933,1726983290,7645084,5.724223375320435,1654836296.8644376
merge_sort,800000,3486365227,11340910,8.269725799560547,1654836305.2911375
merge_sort,216952,1215474250,2730906,2.0392985343933105,1654836307.5545847
merge_sort,583052,103979841,7919294,5.967374563217163,1654836313.5856712
merge_sort,583052,5568,8718650,6.5050458908081055,1654836320.255346
merge_sort,461019,25514065,6228141,4.695134162902832,1654836325.1152923
merge_sort,433900,535566,5751278,4.8415796756744385,1654836330.0919745
merge_sort,13564,45815,135893,0.13128662109375,1654836330.4270325
merge_sort,230512,45815,3045418,2.311169147491455,1654836332.7472668
merge_sort,732203,335,11883553,8.640440940856934,1654836341.4604805
merge_sort,610170,760949,8145090,6.137739658355713,1654836347.803462
merge_sort,135597,10,1957515,1.4529032707214355,1654836349.432716
merge_sort,664407,8895134,9338999,6.953277349472046,1654836356.4414546
merge_sort,5,602089449,8,2.2411346435546875e-05,1654836356.624123
merge_sort,501696,3101168,6923107,5.177140474319458,1654836361.8092985
merge_sort,244071,103979841,3066156,2.3108742237091064,1654836364.2636201
merge_sort,447459,760949,6175728,4.55634069442749,1654836368.8900776
merge_sort,759322,1941,11879084,8.651660442352295,1654836377.6797962
merge_sort,311867,32245,4237845,3.1339950561523438,1654836381.019503
merge_sort,800000,2758,12454074,9.099426031112671,1654836390.220933
merge_sort,203393,1726983290,2598823,1.9661123752593994,1654836392.4037948
merge_sort,677966,186718,9446688,7.046961307525635,1654836399.515325
merge_sort,759322,28,12818780,9.216210126876831,1654836408.9301596
merge_sort,5,45815,7,2.4318695068359375e-05,1654836409.1376514
merge_sort,772881,11242,11586171,8.459928512573242,1654836417.6153567
merge_sort,718644,961,11387187,8.219859838485718,1654836426.047821
merge_sort,203393,82,3038475,2.1919455528259277,1654836428.4344172
merge_sort,27123,51506780,285563,0.22729110717773438,1654836428.7148602
merge_sort,257630,92491,3282169,2.442371368408203,1654836431.169978
merge_sort,149156,3486365227,1857485,1.4060132503509521,1654836432.6457381
merge_sort,555933,8895134,7925138,5.844042539596558,1654836438.5428765
merge_sort,311867,65096,4219662,3.145873546600342,1654836441.8408775
merge_sort,135597,57,1947400,1.4928786754608154,1654836443.4157574
merge_sort,433900,7912,6207338,4.573209047317505,1654836448.0266514
merge_sort,501696,235,7918253,5.780593633651733,1654836453.9260216
merge_sort,189834,335,2718308,1.9872205257415771,1654836456.0552764
merge_sort,149156,45815,1869502,1.4215848445892334,1654836457.5345004
merge_sort,569492,65096,8065131,6.0545494556427,1654836463.6396847
merge_sort,691526,57,11583617,8.524882316589355,1654836472.3170884
merge_sort,67801,92491,769058,0.6006436347961426,1654836473.10544
merge_sort,542374,1726983290,7596811,5.7245917320251465,1654836478.8539567
merge_sort,325426,25514065,4409645,3.3584375381469727,1654836482.3627105
merge_sort,800000,335,13083994,9.378821849822998,1654836491.8491297
merge_sort,610170,1081180,8301211,6.130604267120361,1654836498.213192
merge_sort,555933,166,8956041,6.521401882171631,1654836504.9028761
merge_sort,230512,14,3331445,2.719513177871704,1654836507.776004
merge_sort,67801,1215474250,750988,0.5799412727355957,1654836508.4342177
merge_sort,474578,7912,6791080,5.105388879776001,1654836513.5603206
merge_sort,176275,298247128,2197105,1.6526689529418945,1654836515.3469424
merge_sort,555933,676,8669381,6.320622682571411,1654836521.7237794
merge_sort,135597,535566,1686596,1.2635345458984375,1654836523.1399367
merge_sort,81360,4406236,916537,0.6992979049682617,1654836523.877601
merge_sort,623729,11242,9088362,6.665134906768799,1654836530.57412
merge_sort,67801,423758716,762699,0.5883100032806396,1654836531.3357406
merge_sort,745763,1536174,10807282,7.9510228633880615,1654836539.314854
merge_sort,610170,235,9816742,7.165588140487671,1654836546.6879685
merge_sort,162715,166,2328294,1.7815783023834229,1654836548.6384718
merge_sort,162715,45815,2088113,1.5658659934997559,1654836550.2555294
merge_sort,298308,2453751106,3854490,2.9120047092437744,1654836553.2167351
merge_sort,149156,103979841,1873645,1.4151978492736816,1654836554.7149527
merge_sort,637289,961,9996447,7.322404146194458,1654836562.0847192
merge_sort,420341,855467253,5662390,4.638797283172607,1654836566.9066367
merge_sort,67801,3919,820064,0.6241605281829834,1654836567.6425107
merge_sort,67801,51506780,763676,0.6735537052154541,1654836568.3353643
merge_sort,40682,2758,469930,0.37601447105407715,1654836568.7310693
merge_sort,433900,376939,5963202,4.5740838050842285,1654836573.322813
merge_sort,81360,22695,980696,0.7519629001617432,1654836574.1885645
merge_sort,149156,10,2182557,1.6423695087432861,1654836575.8565812
merge_sort,461019,186718,6390294,4.81087589263916,1654836580.7141366
merge_sort,81360,2182644,950886,0.7469584941864014,1654836581.5944605
merge_sort,135597,25514065,1625732,1.2388596534729004,1654836582.8559763
merge_sort,149156,65096,1883606,1.4161767959594727,1654836584.308711
merge_sort,650848,14,10992008,7.923766613006592,1654836592.281261
merge_sort,108478,65096,1286775,1.008326530456543,1654836593.4623883
merge_sort,515256,5568,7561123,5.629543781280518,1654836599.1323986
